╔══════════════════════════════════════════════════════════════╗
║  Flush+Reload Demo  –  ATTACKER  (ARMv8 / Cortex-A53)      ║
║  Monitoring spy file for victim accesses to session token.  ║
╚══════════════════════════════════════════════════════════════╝

[attacker] Timer frequency: 19200000 Hz  (52.1 ns/tick)

[attacker] Waiting for spy file '/tmp/fr_demo_spy' …

[attacker] Spy file opened (fd=4)
[attacker] Spy page mapped at virtual 0xffff94ea4000  (shared physical page)

[attacker] ── Phase 1: Calibration ──────────────────────────
[attacker] Calibration results (200 samples):
[attacker]   L2 cache HIT  =    138 ns  (line already in cache)
[attacker]   DRAM miss     =   1908 ns  (line not in cache)
[attacker]   Threshold     =   1023 ns  (midpoint)

[attacker] ── Phase 2: Flush+Reload Sampling ─────────────────
[attacker] Collecting 200 samples (warmup=10, wait=70 ms per sample)

  Sample  Reload(ns)  Decision  Running hit count
  119     1927        miss      88 hits so far
  120     520         HIT ◄   89 hits so far
  121     677         HIT ◄   90 hits so far
  122     468         HIT ◄   91 hits so far
  123     468         HIT ◄   92 hits so far
  124     520         HIT ◄   93 hits so far
  125     520         HIT ◄   94 hits so far
  126     520         HIT ◄   95 hits so far
  127     1979        miss      95 hits so far
  128     625         HIT ◄   96 hits so far
  129     520         HIT ◄   97 hits so far
  130     625         HIT ◄   98 hits so far
  131     520         HIT ◄   99 hits so far
  132     833         HIT ◄   100 hits so far
  133     625         HIT ◄   101 hits so far
  134     520         HIT ◄   102 hits so far
  135     1979        miss      102 hits so far
  136     729         HIT ◄   103 hits so far
  137     520         HIT ◄   104 hits so far
  138     520         HIT ◄   105 hits so far
  139     520         HIT ◄   106 hits so far
  140     520         HIT ◄   107 hits so far
  141     468         HIT ◄   108 hits so far
  142     520         HIT ◄   109 hits so far
  143     2083        miss      109 hits so far
  144     520         HIT ◄   110 hits so far
  145     520         HIT ◄   111 hits so far
  146     1927        miss      111 hits so far
  147     1666        miss      111 hits so far
  148     468         HIT ◄   112 hits so far
  149     625         HIT ◄   113 hits so far
  150     572         HIT ◄   114 hits so far
  151     625         HIT ◄   115 hits so far
  152     625         HIT ◄   116 hits so far
  153     520         HIT ◄   117 hits so far
  154     1927        miss      117 hits so far
  155     625         HIT ◄   118 hits so far
  156     468         HIT ◄   119 hits so far
  157     520         HIT ◄   120 hits so far
  158     625         HIT ◄   121 hits so far
  159     572         HIT ◄   122 hits so far
  160     677         HIT ◄   123 hits so far
  161     520         HIT ◄   124 hits so far
  162     1979        miss      124 hits so far
  163     468         HIT ◄   125 hits so far
  164     520         HIT ◄   126 hits so far
  165     885         HIT ◄   127 hits so far
  166     468         HIT ◄   128 hits so far
  167     520         HIT ◄   129 hits so far
  168     468         HIT ◄   130 hits so far
  169     468         HIT ◄   131 hits so far
  170     3125        miss      131 hits so far
  171     625         HIT ◄   132 hits so far
  172     520         HIT ◄   133 hits so far
  173     468         HIT ◄   134 hits so far
  174     520         HIT ◄   135 hits so far
  175     520         HIT ◄   136 hits so far
  176     625         HIT ◄   137 hits so far
  177     625         HIT ◄   138 hits so far
  178     1979        miss      138 hits so far
  179     520         HIT ◄   139 hits so far
  180     520         HIT ◄   140 hits so far
  181     625         HIT ◄   141 hits so far
  182     520         HIT ◄   142 hits so far
  183     520         HIT ◄   143 hits so far
  184     625         HIT ◄   144 hits so far
  185     677         HIT ◄   145 hits so far
  186     1927        miss      145 hits so far
  187     1093        miss      145 hits so far
  188     677         HIT ◄   146 hits so far
  189     1197        miss      146 hits so far
  190     520         HIT ◄   147 hits so far
  191     625         HIT ◄   148 hits so far
  192     625         HIT ◄   149 hits so far
  193     677         HIT ◄   150 hits so far
  194     2135        miss      150 hits so far
  195     625         HIT ◄   151 hits so far
  196     520         HIT ◄   152 hits so far
  197     625         HIT ◄   153 hits so far
  198     729         HIT ◄   154 hits so far
  199     520         HIT ◄   155 hits so far
  200     625         HIT ◄   156 hits so far

══════════════════════════════════════════════════════════════
  FLUSH+RELOAD — STATISTICAL SUMMARY  (190 samples)
══════════════════════════════════════════════════════════════
  Total cache hits   : 156 / 190  (82%)
  Average reload time: 809 ns
  Threshold          : 1023 ns
  Verdict            : *** VICTIM ACTIVELY ACCESSING THIS CACHE LINE ***

══════════════════════════════════════════════════════════════
  EXTRACTING SESSION TOKEN FROM SPY PAGE
══════════════════════════════════════════════════════════════

  ╔════════════════════════════════════════════════════════════════╗
  ║  Offset   Hex (16 bytes/row)                   ASCII          ║
  ╠════════════════════════════════════════════════════════════════╣
  ║  0000   53 45 53 53 49 4f 4e 20  7c 20 69 64 3d 38 66 33  │ SESSION | id=8f3 ║
  ║  0010   61 31 63 39 64 32 65 37  62 34 30 35 36 20 7c 20  │ a1c9d2e7b4056 |  ║
  ║  0020   75 73 65 72 3d 62 6f 62  20 7c 20 72 6f 6c 65 3d  │ user=bob | role= ║
  ║  0030   61 64 6d 69 6e 20 7c 20  65 78 70 69 72 65 73 3d  │ admin | expires= ║
  ║  0040   31 37 38 31 33 30 32 38  36 32 20 7c 20 69 74 65  │ 1781302862 | ite ║
  ║  0050   72 3d 31 38 38 00 00 00  00 00 00 00 00 00 00 00  │ r=188........... ║
  ║  0060   00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  │ ................ ║
  ║  0070   00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  │ ................ ║
  ║  0080   00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  │ ................ ║
  ║  0090   00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  │ ................ ║
  ║  00a0   00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  │ ................ ║
  ║  00b0   00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  │ ................ ║
  ╚════════════════════════════════════════════════════════════════╝

  ╔══════════════════════════════════════════════════════════════╗
  ║       *** FLUSH+RELOAD ATTACK SUCCESSFUL ***                ║
  ╠══════════════════════════════════════════════════════════════╣
  ║  Cache hits observed   : 156                                 ║
  ║  Hit rate              : 82                                 %║
  ║  Average reload time   : 809                               ns ║
  ╠══════════════════════════════════════════════════════════════╣
  ║  EXTRACTED SESSION TOKEN:                                   ║
  ║    SESSION | id=8f3a1c9d2e7b4056 | user=bob | role=admin | expire║
  ║    pires=1781302862 | iter=188                                   ║
  ╠══════════════════════════════════════════════════════════════╣
  ║  Attack used no IPC, no signals, no ptrace.                 ║
  ║  Token was read purely via cache timing side-channel.       ║
  ╚══════════════════════════════════════════════════════════════╝

[attacker] Done.
